proc_ym,proc_ymd,mcode,lecture_type,event,action,object_type,object_name,object_description,referrer_type,referrer_name,referrer_description,referrer_extensions_contentid,eventtime_kst,caliper_timestamp,data_source,yyyy,mm,dd
15,202108,20210810.0,T0KE31U26014,T_TERMREVIEW,NavigationEvent,NavigatedTo,DigitalResource,기본문제,메뉴 인덱스 : 4,DigitalResource,한눈에 정리하기,메뉴 인덱스 : 3,T0KE31U26014,2021-08-10 08:23:27.247,2021-08-10 08:23:27.247,e_navigation,2021.0,8.0,10.0
16,202108,20210810.0,,,SessionEvent,Paused,SoftwareApplication,kr.hbstudy.apphbstudy,밀크T초등,,,,,2021-08-10 08:25:10.607,2021-08-10 08:25:10.607,e_session,2021.0,8.0,10.0
17,202108,20210810.0,T0ME31U42020,T_TERMREVIEW,NavigationEvent,NavigatedTo,DigitalResource,준비하기,메뉴 인덱스 : 1,DigitalResource,인트로,메뉴 인덱스 : 0,T0ME31U42020,2021-08-10 09:14:48.711,2021-08-10 09:14:48.711,e_navigation,2021.0,8.0,10.0
18,202108,20210810.0,T0ME31U42020,T_TERMREVIEW,NavigationEvent,NavigatedTo,DigitalResource,개념 맛보기,메뉴 인덱스 : 2,DigitalResource,준비하기,메뉴 인덱스 : 1,T0ME31U42020,2021-08-10 09:15:29.157,2021-08-10 09:15:29.157,e_navigation,2021.0,8.0,10.0
19,202108,20210810.0,T0ME31U42020,T_TERMREVIEW,NavigationEvent,NavigatedTo,DigitalResource,한눈에 정리하기,메뉴 인덱스 : 5,DigitalResource,교과서 즐기기,메뉴 인덱스 : 4,T0ME31U42020,2021-08-10 09:17:50.895,2021-08-10 09:17:50.895,e_navigation,2021.0,8.0,10.0
20,202108,20210810.0,T0ME31U42020,T_TERMREVIEW,NavigationEvent,NavigatedTo,DigitalResource,기본문제,메뉴 인덱스 : 6,DigitalResource,한눈에 정리하기,메뉴 인덱스 : 5,T0ME31U42020,2021-08-10 09:18:07.113,2021-08-10 09:18:07.113,e_navigation,2021.0,8.0,10.0
21,202108,20210823.0,,,SessionEvent,LoggedOut,SoftwareApplication,kr.hbstudy.apphbstudy,밀크T초등,,,,,2021-08-23 18:05:29.882,2021-08-23 18:05:29.882,e_session,2021.0,8.0,23.0
22,202108,20210823.0,,,SessionEvent,LoggedIn,SoftwareApplication,kr.hbstudy.apphbstudy,밀크T초등,,,,,2021-08-23 18:14:09.191,2021-08-23 18:14:09.191,e_session,2021.0,8.0,23.0
23,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월23일_1페이지,,WebPage,,,,2021-08-23 18:14:13.174,2021-08-23 18:14:13.174,e_navigation,2021.0,8.0,23.0
24,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,쪽지함,,WebPage,오늘의학습_2021년08월23일_1페이지,,,2021-08-23 18:14:20.115,2021-08-23 18:14:20.115,e_navigation,2021.0,8.0,23.0
25,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월23일_1페이지,,WebPage,쪽지함,,,2021-08-23 18:18:16.389,2021-08-23 18:18:16.389,e_navigation,2021.0,8.0,23.0
26,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,쪽지함,,WebPage,오늘의학습_2021년08월23일_1페이지,,,2021-08-23 18:19:03.498,2021-08-23 18:19:03.498,e_navigation,2021.0,8.0,23.0
27,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월23일_1페이지,,WebPage,쪽지함,,,2021-08-23 18:19:25.310,2021-08-23 18:19:25.310,e_navigation,2021.0,8.0,23.0
28,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,AI 학습관,,WebPage,오늘의학습_2021년08월23일_1페이지,,,2021-08-23 18:19:33.983,2021-08-23 18:19:33.983,e_navigation,2021.0,8.0,23.0
29,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,WebPage,AI 학습관,,,2021-08-23 18:19:49.925,2021-08-23 18:19:49.925,e_navigation,2021.0,8.0,23.0
30,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_1학기_전체,,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:20:03.138,2021-08-23 18:20:03.138,e_navigation,2021.0,8.0,23.0
31,202108,20210823.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,WebPage,과목별학교공부_AI수학_3학년_1학기_전체,,,2021-08-23 18:20:10.260,2021-08-23 18:20:10.260,e_navigation,2021.0,8.0,23.0
32,202108,20210823.0,T0ME32U04103,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:20:22.767,2021-08-23 18:20:22.767,e_navigation,2021.0,8.0,23.0
33,202108,20210823.0,T0ME32U04103,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:20:23.923,2021-08-23 18:20:23.923,e_navigation,2021.0,8.0,23.0
34,202108,20210823.0,T0ME32U04103,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:23:44.031,2021-08-23 18:23:44.031,e_navigation,2021.0,8.0,23.0
35,202108,20210823.0,T0ME32U04103,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:23:44.710,2021-08-23 18:23:44.710,e_navigation,2021.0,8.0,23.0
36,202108,20210823.0,T0ME32U04103,T_EBOOK_B,NavigationEvent,NavigatedTo,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,T0ME32U04103,2021-08-23 18:27:53.554,2021-08-23 18:27:53.554,e_navigation,2021.0,8.0,23.0
37,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:29:08.738,2021-08-23 18:29:08.738,e_navigation,2021.0,8.0,23.0
38,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:32:06.994,2021-08-23 18:32:06.994,e_navigation,2021.0,8.0,23.0
39,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:34:32.448,2021-08-23 18:34:32.448,e_navigation,2021.0,8.0,23.0
40,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:37:55.814,2021-08-23 18:37:55.814,e_navigation,2021.0,8.0,23.0
41,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,T0ME32U05117,2021-08-23 18:44:32.532,2021-08-23 18:44:32.532,e_navigation,2021.0,8.0,23.0
42,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,T0ME32U05117,2021-08-23 18:48:49.235,2021-08-23 18:48:49.235,e_navigation,2021.0,8.0,23.0
43,202108,20210823.0,T0ME32U06056,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:53:53.528,2021-08-23 18:53:53.528,e_navigation,2021.0,8.0,23.0
44,202108,20210823.0,T0ME32U06056,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 18:55:46.442,2021-08-23 18:55:46.442,e_navigation,2021.0,8.0,23.0
45,202108,20210823.0,,,SessionEvent,Resumed,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,,,,,2021-08-23 18:58:05.811,2021-08-23 18:58:05.811,e_session,2021.0,8.0,23.0
46,202108,20210823.0,,,SessionEvent,Paused,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,,,,,2021-08-23 18:58:05.811,2021-08-23 18:58:05.811,e_session,2021.0,8.0,23.0
47,202108,20210823.0,T0ME32U06006,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:36:36.306,2021-08-23 19:36:36.306,e_navigation,2021.0,8.0,23.0
48,202108,20210823.0,T0ME32U06056,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:36:51.019,2021-08-23 19:36:51.019,e_navigation,2021.0,8.0,23.0
49,202108,20210823.0,T0ME32U06056,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:36:51.648,2021-08-23 19:36:51.648,e_navigation,2021.0,8.0,23.0
50,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:41:38.547,2021-08-23 19:41:38.547,e_navigation,2021.0,8.0,23.0
51,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:41:39.204,2021-08-23 19:41:39.204,e_navigation,2021.0,8.0,23.0
52,202108,20210823.0,T0ME32U03094,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:45:36.234,2021-08-23 19:45:36.234,e_navigation,2021.0,8.0,23.0
53,202108,20210823.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-23 19:45:57.159,2021-08-23 19:45:57.159,e_navigation,2021.0,8.0,23.0
54,202108,20210823.0,,,SessionEvent,Paused,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,,,,,2021-08-23 19:46:25.851,2021-08-23 19:46:25.851,e_session,2021.0,8.0,23.0
55,202108,20210823.0,,,SessionEvent,Resumed,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,,,,,2021-08-23 19:46:31.018,2021-08-23 19:46:31.018,e_session,2021.0,8.0,23.0
56,202108,20210823.0,,,SessionEvent,Paused,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,,,,,2021-08-23 19:46:31.018,2021-08-23 19:46:31.018,e_session,2021.0,8.0,23.0
57,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쪽지함,,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 14:41:26.806,2021-08-24 14:41:26.806,e_navigation,2021.0,8.0,24.0
58,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,종합학습현황_출석부_2021년_8월,,WebPage,쪽지함,,,2021-08-24 14:42:28.574,2021-08-24 14:42:28.574,e_navigation,2021.0,8.0,24.0
59,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월24일_1페이지,,WebPage,종합학습현황_출석부_2021년_8월,,,2021-08-24 14:42:37.022,2021-08-24 14:42:37.022,e_navigation,2021.0,8.0,24.0
60,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_오늘의퀴즈,,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 14:42:43.933,2021-08-24 14:42:43.933,e_navigation,2021.0,8.0,24.0
61,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월24일_1페이지,,WebPage,오늘의학습_오늘의퀴즈,,,2021-08-24 14:43:22.355,2021-08-24 14:43:22.355,e_navigation,2021.0,8.0,24.0
62,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,전체메뉴_3학년,,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 14:43:27.732,2021-08-24 14:43:27.732,e_navigation,2021.0,8.0,24.0
63,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,WebPage,전체메뉴_3학년,,,2021-08-24 14:43:49.070,2021-08-24 14:43:49.070,e_navigation,2021.0,8.0,24.0
64,202108,20210824.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 14:44:04.660,2021-08-24 14:44:04.660,e_navigation,2021.0,8.0,24.0
65,202108,20210824.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,T0ME32U05117,2021-08-24 14:49:13.138,2021-08-24 14:49:13.138,e_navigation,2021.0,8.0,24.0
66,202108,20210824.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,DigitalResource,AI 오답 게임,메뉴 인덱스 : 0,T0ME32U05117,2021-08-24 14:53:21.764,2021-08-24 14:53:21.764,e_navigation,2021.0,8.0,24.0
67,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_국어_4학년_2학기_+전체,,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 14:57:27.069,2021-08-24 14:57:27.069,e_navigation,2021.0,8.0,24.0
68,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_국어_4학년_겨울방학_+전체,,WebPage,과목별학교공부_국어_4학년_2학기_+전체,,,2021-08-24 14:57:29.874,2021-08-24 14:57:29.874,e_navigation,2021.0,8.0,24.0
69,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_4학년_겨울방학_전체,,WebPage,과목별학교공부_국어_4학년_겨울방학_+전체,,,2021-08-24 14:57:32.603,2021-08-24 14:57:32.603,e_navigation,2021.0,8.0,24.0
70,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_4학년_2학기_전체,,WebPage,과목별학교공부_AI수학_4학년_겨울방학_전체,,,2021-08-24 14:57:38.662,2021-08-24 14:57:38.662,e_navigation,2021.0,8.0,24.0
71,202108,20210824.0,T0ME42U01100,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_4학년_2학기_전체,,,2021-08-24 14:57:47.185,2021-08-24 14:57:47.185,e_navigation,2021.0,8.0,24.0
72,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_CUP내역,,WebPage,과목별학교공부_AI수학_4학년_2학기_전체,,,2021-08-24 15:01:56.762,2021-08-24 15:01:56.762,e_navigation,2021.0,8.0,24.0
73,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_재미놀이터,,WebPage,쉬는시간_CUP내역,,,2021-08-24 15:01:57.524,2021-08-24 15:01:57.524,e_navigation,2021.0,8.0,24.0
74,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_CUP내역,,WebPage,쉬는시간_재미놀이터,,,2021-08-24 15:02:11.365,2021-08-24 15:02:11.365,e_navigation,2021.0,8.0,24.0
75,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월24일_1페이지,,WebPage,쉬는시간_CUP내역,,,2021-08-24 15:02:20.807,2021-08-24 15:02:20.807,e_navigation,2021.0,8.0,24.0
76,202108,20210824.0,T0TE32U01002,T_SUMMER_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 15:02:23.799,2021-08-24 15:02:23.799,e_navigation,2021.0,8.0,24.0
77,202108,20210824.0,T0TE32U01002,T_SUMMER_B,NavigationEvent,NavigatedTo,DigitalResource,동화 보기,메뉴 인덱스 : 1,DigitalResource,인트로,메뉴 인덱스 : 0,T0TE32U01002,2021-08-24 15:02:33.913,2021-08-24 15:02:33.913,e_navigation,2021.0,8.0,24.0
78,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_CUP내역,,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 15:07:36.990,2021-08-24 15:07:36.990,e_navigation,2021.0,8.0,24.0
79,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_재미놀이터,,WebPage,쉬는시간_CUP내역,,,2021-08-24 15:07:40.232,2021-08-24 15:07:40.232,e_navigation,2021.0,8.0,24.0
80,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월24일_1페이지,,WebPage,쉬는시간_재미놀이터,,,2021-08-24 15:07:55.361,2021-08-24 15:07:55.361,e_navigation,2021.0,8.0,24.0
81,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 15:08:03.946,2021-08-24 15:08:03.946,e_navigation,2021.0,8.0,24.0
82,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,전체메뉴_3학년,,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 15:08:12.218,2021-08-24 15:08:12.218,e_navigation,2021.0,8.0,24.0
83,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_CUP내역,,WebPage,전체메뉴_3학년,,,2021-08-24 15:08:20.272,2021-08-24 15:08:20.272,e_navigation,2021.0,8.0,24.0
84,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,"쉬는시간_Talk,Talk",,WebPage,쉬는시간_CUP내역,,,2021-08-24 15:08:22.180,2021-08-24 15:08:22.180,e_navigation,2021.0,8.0,24.0
85,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쉬는시간_재미놀이터,,WebPage,"쉬는시간_Talk,Talk",,,2021-08-24 15:08:52.035,2021-08-24 15:08:52.035,e_navigation,2021.0,8.0,24.0
86,202108,20210824.0,,,SessionEvent,Paused,SoftwareApplication,kr.hbstudy.apphbstudy,밀크T초등,,,,,2021-08-24 15:13:08.437,2021-08-24 15:13:08.437,e_session,2021.0,8.0,24.0
87,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,오늘의학습_2021년08월24일_1페이지,,WebPage,쉬는시간_재미놀이터,,,2021-08-24 15:13:14.884,2021-08-24 15:13:14.884,e_navigation,2021.0,8.0,24.0
88,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,쪽지함,,WebPage,오늘의학습_2021년08월24일_1페이지,,,2021-08-24 18:05:35.365,2021-08-24 18:05:35.365,e_navigation,2021.0,8.0,24.0
89,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,전체메뉴_3학년,,WebPage,쪽지함,,,2021-08-24 18:06:26.918,2021-08-24 18:06:26.918,e_navigation,2021.0,8.0,24.0
90,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_국어_3학년_2학기_+전체,,WebPage,전체메뉴_3학년,,,2021-08-24 18:06:41.802,2021-08-24 18:06:41.802,e_navigation,2021.0,8.0,24.0
91,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_국어_1학년_2학기_+전체,,WebPage,과목별학교공부_국어_3학년_2학기_+전체,,,2021-08-24 18:06:45.472,2021-08-24 18:06:45.472,e_navigation,2021.0,8.0,24.0
92,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_1학년_2학기_전체,,WebPage,과목별학교공부_국어_1학년_2학기_+전체,,,2021-08-24 18:06:48.950,2021-08-24 18:06:48.950,e_navigation,2021.0,8.0,24.0
93,202108,20210824.0,T0ME12U01138,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_1학년_2학기_전체,,,2021-08-24 18:06:56.502,2021-08-24 18:06:56.502,e_navigation,2021.0,8.0,24.0
94,202108,20210824.0,T0ME12U02158,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_1학년_2학기_전체,,,2021-08-24 18:09:15.464,2021-08-24 18:09:15.464,e_navigation,2021.0,8.0,24.0
95,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_국어_3학년_2학기_+전체,,WebPage,과목별학교공부_AI수학_1학년_2학기_전체,,,2021-08-24 18:13:47.247,2021-08-24 18:13:47.247,e_navigation,2021.0,8.0,24.0
96,202108,20210824.0,,,NavigationEvent,NavigatedTo,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,WebPage,과목별학교공부_국어_3학년_2학기_+전체,,,2021-08-24 18:13:53.094,2021-08-24 18:13:53.094,e_navigation,2021.0,8.0,24.0
97,202108,20210824.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 18:14:29.311,2021-08-24 18:14:29.311,e_navigation,2021.0,8.0,24.0
98,202108,20210824.0,T0ME32U05117,T_EBOOK_B,NavigationEvent,NavigatedTo,SoftwareApplication,kr.co.chunjae.android.cjhtmlplayer,노드 Html 학습창,WebPage,과목별학교공부_AI수학_3학년_2학기_전체,,,2021-08-24 18:14:29.923,2021-08-24 18:14:29.923,e_navigation,2021.0,8.0,24.0
